name,play_for_free,top_seller,deal,history,discount,price,rating,ends in,started,release,lowest_price
Brutal Wizardry,no,no,,not the lowest price,0.8,11.99,0.4261,,,2021-02-01,5.69
Martians Vs Robots,no,no,,,0.71,0.66,0.4261,,,2019-05-01,
Doorman,no,no,,not the lowest price,0.7,1.04,0.4261,,,2022-05-01,0.85
Gangsters 1920,no,no,Week Long Deal,not the lowest price,0.66,2.95,0.4261,,,2019-11-01,1.99
Warships On The Halloween Night,no,no,,not the lowest price,0.6,5.51,0.4261,,,2019-09-01,1.14
The Future You've Been Dreaming Of,no,no,Introductory Offer,,0.5,17.49,0.42590000000000006,,,2022-07-01,
Batman™: Arkham Origins Blackgate - Deluxe Edition,no,no,,not the lowest price,0.75,22.49,0.4254,,,2014-04-01,9.24
Taxi Chaos,no,no,Week Long Deal,not the lowest price,0.35,30.86,0.42229999999999995,,,2021-10-01,18.99
Runaway Princess,no,no,,,0.6,13.68,0.4218,,,2022-03-01,
Try To Survive,no,no,,,0.72,0.97,0.4214,,,2019-04-01,
Under Siege,no,no,Week Long Deal,,0.9,1.23,0.4204,,,2022-06-01,
Gravity run,no,no,,not the lowest price,0.89,59.4,0.4204,,,2021-03-01,2.06
Wolf Territory,no,no,,,0.72,0.97,0.4204,,,2020-07-01,
Sakura Mochi,no,no,,not the lowest price,0.7,1.34,0.4204,,,2020-01-01,1.12
Women's Prison,no,no,,,0.5,1.14,0.41950000000000004,,,2021-08-01,
Mushroom Picker Simulator,no,no,Week Long Deal,not the lowest price,0.5,4.34,0.4193,,,2020-08-01,2.17
Lost,no,no,,,0.71,0.66,0.4191,,,2018-07-01,
Trapped Dead,no,no,,,0.9,1.04,0.4177,,,2011-07-01,
Kim Jong-Boom,no,no,Week Long Deal,not the lowest price,0.5,2.14,0.4174,,,2017-10-01,1.15
Infernales,no,no,Week Long Deal,,0.9,1.08,0.41729999999999995,,,2017-11-01,
Mad Mustache,no,no,Week Long Deal,,0.9,0.86,0.4167,,,2021-06-01,
FPS Tactics,no,no,,not the lowest price,0.89,59.4,0.4167,,,2021-04-01,2.06
Robo Terror,no,no,Week Long Deal,,0.87,0.84,0.4167,,,2020-07-01,
Mahjong Challenge,no,no,Week Long Deal,not the lowest price,0.8,2.09,0.4167,,,2017-08-01,1.13
Night Darkness,no,no,,,0.8,0.89,0.4167,,,2021-09-01,
Star Destroyer,no,no,Week Long Deal,,0.71,0.66,0.4167,,,2018-12-01,
Jump With Dragons,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.4167,,,2020-11-01,0.68
Casino Slot Machines,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.41450000000000004,,,2017-12-01,0.89
Grizzly Valley,no,no,,not the lowest price,0.9,1.69,0.4131,,,2016-04-01,1.04
Order No. 227: Not one step back!,no,no,Week Long Deal,,0.9,1.08,0.4115,,,2018-07-01,
Hidden Water,no,no,,not the lowest price,0.9,26.99,0.4103,,,2021-10-01,2.06
Last Girl in Futa Sexpocalypse,no,no,Week Long Deal,not the lowest price,0.6,5.51,0.4103,,,2022-11-01,4.82
CV Maker for Windows,no,no,Week Long Deal,not the lowest price,0.3,25.89,0.4103,,,2016-01-01,22.19
Peace of Evil,no,no,,,0.75,5.17,0.41,,,2019-05-01,
Fantasy Hero Manager,no,no,Week Long Deal,not the lowest price,0.6,5.79,0.41,,,2019-05-01,3.62
Leveling up girls in another world,no,no,Week Long Deal,,0.33,40.19,0.41,,,2023-04-01,
Soulblight,no,no,,,0.9,2.79,0.40909999999999996,,,2018-03-01,
Kingdom of Corrupts,no,no,Week Long Deal,not the lowest price,0.6,0.91,0.409,,,2020-06-01,0.68
Red Forest,no,no,,not the lowest price,0.9,1.69,0.40869999999999995,,,2016-11-01,1.04
Onikira - Demon Killer,no,no,,,0.9,2.69,0.4078,,,2015-08-01,
Almastriga: Relics of Azathoth,no,no,Introductory Offer,new historical low,0.1,26.09,0.4061,,,2023-07-01,26.09
❂ Hexaluga ❂ Weapon and Shield ☯,no,no,,not the lowest price,0.96,137.69,0.406,,,2018-05-01,2.06
Neighbor Diana,no,no,,,0.5,1.14,0.406,,,2021-09-01,
War Machine,no,no,,not the lowest price,0.9,1.23,0.4058,,,2020-07-01,1.14
Samurai(The Rise Of Warrior)- 武士の台頭,no,no,,,0.9,1.65,0.4058,,,2022-03-01,
Ideal Nightmare,no,no,,new historical low,0.9,2.35,0.4058,,,2022-11-01,2.35
Pirate fishing,no,no,,,0.89,2.27,0.4058,,,2022-05-01,
Merlin Soccer,no,no,Week Long Deal,,0.81,0.85,0.4058,,,2018-08-01,
Devil Should Die,no,no,,,0.81,0.85,0.4058,,,2021-12-01,
Summer: Jigsaw Puzzles,no,no,Week Long Deal,not the lowest price,0.8,2.75,0.4058,,,2018-07-01,1.12
Retro Wars,no,no,,not the lowest price,0.8,2.89,0.4058,,,2021-02-01,1.44
Flappy Bat,no,no,,not the lowest price,0.8,2.89,0.4058,,,2021-04-01,1.44
Neon Light,no,no,,,0.8,0.89,0.4058,,,2021-05-01,
Wings Of WW2,no,no,,not the lowest price,0.8,2.89,0.4058,,,2021-10-01,1.44
Hidden Objects - Cartoon Fantasy,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.4058,,,2021-09-01,0.89
Emoji Merge - Puzzle Matching,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.4058,,,2022-03-01,0.89
Find The Cats - Memory,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.4058,,,2022-03-01,0.89
Merge Beasts - Defense Game,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.4058,,,2022-06-01,0.89
Cities of the World Jigsaw Puzzles,no,no,Week Long Deal,,0.8,1.39,0.4058,,,2023-05-01,
Secret of a Dream,no,no,,new historical low,0.8,3.39,0.4058,,,2023-05-01,3.39
Hot Milf 10 bikini,no,no,Week Long Deal,,0.72,0.97,0.4058,,,2022-12-01,
Crazy Prisoner,no,no,Week Long Deal,,0.72,0.97,0.4058,,,2023-04-01,
Dickland: Mini Games,no,no,,,0.72,0.97,0.4058,,,2023-04-01,
Night Terrors,no,no,Week Long Deal,new historical low,0.71,4.92,0.4058,,,2023-06-01,4.92
Dark Lady,no,no,,not the lowest price,0.7,1.34,0.4058,,,2022-07-01,1.12
Call of Dusk,no,no,Week Long Deal,not the lowest price,0.7,6.83,0.4058,,,2022-09-01,3.41
Deathwish,no,no,Week Long Deal,,0.7,0.68,0.4058,,,2022-10-01,
Tsubaki Hata,no,no,,,0.7,2.09,0.4058,,,2022-11-01,
Dragon Abyss,no,no,,,0.7,2.09,0.4058,,,2023-02-01,
Hidden Investigation 2: Homicide,no,no,Week Long Deal,new historical low,0.6,7.99,0.4058,,,2021-11-01,7.99
The Detail's In The Devils,no,no,Week Long Deal,not the lowest price,0.6,1.39,0.4058,,,2022-05-01,1.37
YOU ARE THE DINNER,no,no,Week Long Deal,not the lowest price,0.52,1.67,0.4058,,,2023-01-01,0.89
Memory Card Monsters,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.4058,,,2020-09-01,1.14
IceLine,no,no,,,0.5,5.44,0.4058,,,2022-11-01,
Project X,no,no,Week Long Deal,not the lowest price,0.5,3.49,0.4058,,,2023-05-01,2.79
Garden of God,no,no,,,0.5,10.24,0.4058,,,2023-02-01,
Dirty Vampires - An RPG Tower Defence Adventure,no,no,Week Long Deal,,0.5,5.24,0.4058,,,2023-03-01,
The Richmond Rut (In Search of Fenton),no,no,,new historical low,0.5,3.49,0.4058,,,2023-06-01,3.49
Super Bora Dragon Eyes,no,no,,not the lowest price,0.4,3.89,0.4058,,,2019-09-01,1.29
Threesome Puzzle,no,no,Week Long Deal,not the lowest price,0.4,2.51,0.4058,,,2023-03-01,2.09
Forklift Simulator 2023,no,no,Introductory Offer,new historical low,0.4,15.89,0.4058,,,2023-07-01,15.89
Spacebase19,no,no,Week Long Deal,not the lowest price,0.35,2.91,0.4058,,,2021-05-01,1.12
Googass,no,no,Week Long Deal,not the lowest price,0.33,3.77,0.4058,,,2021-08-01,1.1
Professor Teaches® Excel 2013 & 365,no,no,Week Long Deal,not the lowest price,0.3,19.59,0.4058,,,2015-06-01,13.39
AnyTime Organizer Standard 16,no,no,Week Long Deal,not the lowest price,0.3,26.59,0.4058,,,2018-08-01,22.79
The Tale of Treasonous Tom: Part 1,no,no,Week Long Deal,not the lowest price,0.25,15.51,0.4058,,,2022-10-01,10.34
THE LAST BREATH,no,no,Introductory Offer,new historical low,0.15,32.71,0.4058,,,2023-07-01,32.71
Vicious Star: kill All,no,no,Introductory Offer,new historical low,0.15,8.91,0.4058,,,2023-07-01,8.91
Re: Collector,no,no,,,0.6,13.68,0.4057,,,2022-05-01,
Clicker: Mining Simulator,no,no,,,0.81,0.85,0.40409999999999996,,,2018-01-01,
Fill and Cross Royal Riddles,no,no,Week Long Deal,,0.9,1.08,0.40399999999999997,,,2020-09-01,
Child vs Clowns,no,no,Week Long Deal,,0.9,1.08,0.40399999999999997,,,2022-01-01,
Home Deco Puzzles,no,no,Week Long Deal,,0.9,1.23,0.40399999999999997,,,2022-08-01,
Live checkpoint,no,no,Week Long Deal,,0.87,0.84,0.40399999999999997,,,2019-12-01,
D.A.M.A.G.E,no,no,Week Long Deal,,0.81,0.85,0.40399999999999997,,,2019-07-01,
LastShot,no,no,Week Long Deal,,0.81,0.85,0.40399999999999997,,,2020-01-01,
Captain vs Sky Pirates,no,no,Week Long Deal,not the lowest price,0.8,2.09,0.40399999999999997,,,2017-10-01,1.16
Halloween Puzzles,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.40399999999999997,,,2018-11-01,0.89
Ancient Warriors Casino Jackpot,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.40399999999999997,,,2020-11-01,0.89
Sweet Dream,no,no,,not the lowest price,0.79,1.46,0.40399999999999997,,,2021-05-01,1.44
Battle for Mountain Throne,no,no,,not the lowest price,0.75,13.69,0.40399999999999997,,,2018-09-01,1.82
Easter Egg,no,no,,not the lowest price,0.7,8.06,0.40399999999999997,,,2019-12-01,5.37
Otome No Himitsu,no,no,,not the lowest price,0.7,1.34,0.40399999999999997,,,2022-01-01,1.12
Perfection of Wisdom,no,no,Week Long Deal,not the lowest price,0.5,14.99,0.40399999999999997,,,2015-04-01,6.19
Haunted Mansion,no,no,Week Long Deal,not the lowest price,0.5,3.24,0.40399999999999997,,,2022-06-01,1.29
Love Formula,no,no,,,0.5,6.19,0.40399999999999997,,,2022-10-01,
Fingers' Dating,no,no,Week Long Deal,,0.5,2.19,0.40399999999999997,,,2023-02-01,
Taking Valhalla VR,no,no,Week Long Deal,not the lowest price,0.4,1.37,0.40399999999999997,,,2017-10-01,1.14
Dark Days : Devil Hunt,no,no,,not the lowest price,0.4,6.29,0.40399999999999997,,,2023-05-01,2.09
Miss LU,no,no,Week Long Deal,not the lowest price,0.4,2.63,0.40399999999999997,,,2022-12-01,2.19
Game of Dragons,no,no,Week Long Deal,not the lowest price,0.2,59.19,0.40399999999999997,,,2017-08-01,7.24
The Legend of HyperStar,no,no,,not the lowest price,0.71,2.02,0.40340000000000004,,,2020-06-01,1.57
Panzer Panic VR,no,no,Week Long Deal,not the lowest price,0.8,6.6,0.4032,,,2017-03-01,1.99
Achievement Killer,no,no,,,0.71,0.66,0.4032,,,2020-10-01,
Coal Mining Simulator,no,no,Week Long Deal,,0.3,20.29,0.4029,,,2023-04-01,
Bitcoin,no,no,,,0.71,0.66,0.4017,,,2018-11-01,
Your Sword Is So Big,no,no,,,0.7,0.68,0.401,,,2021-10-01,
Alone Journey,no,no,,not the lowest price,0.9,3.57,0.4003,,,2020-05-01,1.08
Candy land,no,no,,,0.89,2.27,0.4003,,,2021-06-01,
Dangerous Skies 80's edition,no,no,Week Long Deal,,0.81,0.85,0.4003,,,2018-07-01,
Near Impact,no,no,,not the lowest price,0.8,3.99,0.4003,,,2014-09-01,1.99
Blue Sky,no,no,,,0.7,2.09,0.4003,,,2023-01-01,
Hot Sauna,no,no,,,0.5,3.24,0.4003,,,2022-07-01,
Idle Dragon Clicker,no,no,Week Long Deal,,0.5,1.74,0.4003,,,2023-04-01,
Sweet Hut,no,no,,,0.5,10.24,0.4003,,,2023-05-01,
Idle: Generators,no,no,Week Long Deal,new historical low,0.5,8.49,0.4003,,,2023-06-01,8.49
Mini Star Cafe,no,no,Week Long Deal,,0.2,30.79,0.4003,,,2023-04-01,
Erzurum,no,no,,,0.72,0.97,0.39990000000000003,,,2021-02-01,
Tom Clancy's Splinter Cell Double Agent®,no,no,,not the lowest price,0.75,7.49,0.3992,,,2006-10-01,4.99
Room Prison,no,no,Week Long Deal,,0.5,5.44,0.39909999999999995,,,2022-01-01,
Alien worm,no,no,,not the lowest price,0.89,2.27,0.3972,,,2021-11-01,0.75
HANAMI,no,no,,not the lowest price,0.7,1.34,0.3972,,,2020-12-01,1.12
Time Tenshi,no,no,Week Long Deal,not the lowest price,0.65,10.14,0.3972,,,2020-09-01,8.69
Best Friend,no,no,,,0.5,6.19,0.3972,,,2022-09-01,
Delude - Succubus Prison,no,no,Week Long Deal,,0.71,0.66,0.39659999999999995,,,2017-08-01,
Galactic Battles,no,no,Week Long Deal,,0.71,0.66,0.39490000000000003,,,2018-01-01,
Vengeance: Lost Love,no,no,,not the lowest price,0.2,9.59,0.3948,,,2016-07-01,2.39
Battleship Bishojo,no,no,Week Long Deal,,0.65,9.09,0.3946,,,2017-03-01,
Glasswinged Ascension,no,no,Week Long Deal,,0.9,0.86,0.3945,,,2017-01-01,
Christmas Santa Troubles,no,no,,not the lowest price,0.73,2.83,0.3945,,,2018-04-01,0.49
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,no,no,Week Long Deal,not the lowest price,0.6,5.59,0.3944,,,2016-01-01,2.79
RESIDENT EVIL RESISTANCE,no,no,,,0.75,49.97,0.3926,,,,
Fuck The Police,no,no,,new historical low,0.7,1.34,0.3926,,,2020-10-01,1.34
Hidden Magic Town,no,no,,not the lowest price,0.9,26.99,0.3924,,,2023-03-01,3.79
Shoemaker,no,no,Week Long Deal,,0.72,0.97,0.3924,,,2018-10-01,
Death Waves,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.3924,,,2019-02-01,0.68
Insectophobia : Episode 1,no,no,,,0.72,0.97,0.3895,,,2017-07-01,
Grey Skies: A War of the Worlds Story,no,no,Week Long Deal,not the lowest price,0.85,4.34,0.3884,,,2020-11-01,2.89
Frank the Miner,no,no,Week Long Deal,,0.71,0.66,0.3882,,,2018-02-01,
Hidden Town,no,no,,not the lowest price,0.9,26.99,0.3875,,,2021-10-01,2.06
Cyber OutRun,no,no,,not the lowest price,0.7,1.94,0.3864,,,2019-08-01,1.62
Kings,no,no,,,0.71,0.66,0.3862,,,2018-11-01,
Many Buttons to Press,no,no,Week Long Deal,not the lowest price,0.7,2.39,0.3862,,,2022-01-01,1.59
NHRA Championship Drag Racing: Speed For All,no,no,,,0.75,23.49,0.3823,,,2022-08-01,
Water Drift,no,no,,not the lowest price,0.98,16.19,0.38049999999999995,,,2021-05-01,2.06
Metal Strike,no,no,,not the lowest price,0.9,26.99,0.38049999999999995,,,2020-10-01,2.06
Battletank LOBA,no,no,,not the lowest price,0.8,3.99,0.38049999999999995,,,2015-03-01,1.99
Scroll Of Life,no,no,,,0.7,0.68,0.38049999999999995,,,2021-11-01,
Succubi's Trap Dungeon of Seduction,no,no,,,0.6,21.04,0.38049999999999995,,,2022-05-01,
Hidden Map,no,no,,not the lowest price,0.94,29.7,0.3804,,,2023-03-01,3.79
Meme Machine,no,no,Week Long Deal,not the lowest price,0.3,7.62,0.3804,,,2018-06-01,1.08
Dungeons and Myths,no,no,Week Long Deal,,0.9,1.69,0.3803,,,2022-11-01,
Jewels of the Mysterious Woodland,no,no,Week Long Deal,not the lowest price,0.8,2.75,0.3803,,,2017-08-01,1.09
Pug With Bomb,no,no,Week Long Deal,,0.71,0.66,0.3803,,,2021-08-01,
Dinosaur Simulator,no,no,Week Long Deal,,0.7,14.09,0.3803,,,2023-03-01,
Battle for Sea 3D,no,no,,not the lowest price,0.95,118.77,0.38,,,2021-04-01,2.06
❂ Hexaluga ❂ Dungeons and Hunting ☠,no,no,,not the lowest price,0.94,190.88,0.38,,,2018-05-01,2.06
Destroy It,no,no,,not the lowest price,0.89,59.4,0.3795,,,2021-02-01,2.06
Dyana Moto,no,no,Week Long Deal,,0.71,0.66,0.3795,,,2017-11-01,
The Valley of Super Flowers,no,no,,not the lowest price,0.9,1.69,0.379,,,2020-03-01,1.25
Saviour of Humanity,no,no,Week Long Deal,,0.9,1.08,0.379,,,2022-01-01,
❂ Heroes of Hexaluga ❂,no,no,,not the lowest price,0.89,118.79,0.379,,,2017-11-01,2.06
Idle Business Tycoon - Build Simulator,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.379,,,2022-04-01,0.89
Extreme racing,no,no,,new historical low,0.79,1.46,0.379,,,2021-04-01,1.46
OutBreak Zombie,no,no,,not the lowest price,0.72,31.86,0.379,,,2018-01-01,1.14
Inyoku Shoujo,no,no,,not the lowest price,0.7,1.34,0.379,,,2022-03-01,1.12
Skull Bullets,no,no,,not the lowest price,0.65,1.22,0.379,,,2021-10-01,0.97
Quiet Sleep,no,no,,not the lowest price,0.3,1.6,0.379,,,2019-05-01,1.14
Crazy Scientist,no,no,Week Long Deal,,0.81,0.85,0.37799999999999995,,,2017-09-01,
Battlefield™ 2042,no,no,,not the lowest price,0.7,74.7,0.37799999999999995,,,2021-11-01,62.25
Polterheist,no,no,,not the lowest price,0.9,1.69,0.3766,,,2017-02-01,1.04
Handball 21,no,no,Week Long Deal,,0.75,29.74,0.3761,,,2020-11-01,
Knight Runaway,no,no,Week Long Deal,,0.9,2.06,0.3749,,,2021-12-01,
Mini ship wars,no,no,,not the lowest price,0.89,2.27,0.3749,,,2021-06-01,2.06
Space Adventures,no,no,,not the lowest price,0.89,2.27,0.3749,,,2021-09-01,2.06
Fury Knight,no,no,Week Long Deal,,0.87,0.84,0.3749,,,2020-09-01,
Flying Corps,no,no,,not the lowest price,0.8,9.49,0.3749,,,2021-10-01,4.74
Plumber 2,no,no,Week Long Deal,,0.75,4.14,0.3749,,,2021-08-01,
Jelly 2,no,no,Week Long Deal,,0.75,4.14,0.3749,,,2021-08-01,
Halloween Memory: Reborn,no,no,Week Long Deal,,0.75,4.14,0.3749,,,2021-09-01,
Elven Truth,no,no,,not the lowest price,0.7,1.34,0.3749,,,2021-01-01,1.12
BallRoll,no,no,,,0.7,0.68,0.3749,,,2021-12-01,
Amazing Girl,no,no,,not the lowest price,0.7,1.34,0.3749,,,2022-02-01,1.12
Zombie Maze,no,no,,,0.5,1.14,0.3749,,,2021-11-01,
Battle Of The Robots,no,no,,,0.5,1.14,0.3749,,,2021-12-01,
Dear Diary,no,no,,,0.5,6.19,0.3749,,,2022-11-01,
Lustful Vampire,no,no,,,0.5,10.24,0.3749,,,2022-12-01,
Makber,no,no,,not the lowest price,0.4,6.53,0.3749,,,2021-08-01,2.17
BlackFaith,no,no,,not the lowest price,0.75,2.72,0.3725,,,2018-08-01,2.17
Sprite Hunter,no,no,Week Long Deal,,0.5,5.44,0.3711,,,2021-12-01,
Infernales: Circles of Hell,no,no,Week Long Deal,,0.9,1.23,0.371,,,2018-03-01,
Clown Theft Auto: Woke City,no,no,,new historical low,0.7,0.68,0.371,,,2022-10-01,0.68
HUNTING SIMULATOR VR,no,no,,not the lowest price,0.7,3.26,0.37020000000000003,,,2018-12-01,2.17
Resident Evil Re:Verse,no,no,,,0.5,69.95,0.36920000000000003,,,2022-10-01,
All Guns On Deck,no,no,Week Long Deal,,0.9,2.59,0.3689,,,2015-08-01,
Robot vs Birds Zombies,no,no,,,0.69,0.67,0.36829999999999996,,,2013-06-01,
Daytona Racing,no,no,Week Long Deal,,0.71,0.66,0.3679,,,2018-08-01,
Deus Ex: The Fall,no,no,,,0.8,3.39,0.3661,,,2014-03-01,
Streamer Shall Not Pass!,no,no,,not the lowest price,0.9,26.99,0.3655,,,2019-11-01,1.73
Business Tycoon Billionaire,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.3655,,,2018-07-01,1.14
Summer Weekend,no,no,,,0.5,3.24,0.3655,,,2022-07-01,
Hidden Futa,no,no,Week Long Deal,,0.4,2.09,0.3655,,,2023-01-01,
Skilltree Saga,no,no,,,0.9,1.99,0.365,,,2014-12-01,
Exile to Death,no,no,,,0.9,3.69,0.36469999999999997,,,2018-06-01,
Jane's Advanced Strike Fighters,no,no,,,0.85,2.54,0.3642,,,2012-03-01,
Snowboard,no,no,,not the lowest price,0.9,26.99,0.3635,,,2021-02-01,2.06
Psi Cards,no,no,,not the lowest price,0.58,3.74,0.36229999999999996,,,2018-03-01,0.85
Succubus Dating,no,no,Week Long Deal,not the lowest price,0.4,1.69,0.36119999999999997,,,2022-06-01,1.41
Mystery Swords,no,no,,,0.89,2.5,0.3611,,,2021-10-01,
Fort,no,no,Week Long Deal,not the lowest price,0.7,1.94,0.3611,,,2018-08-01,1.42
Computer Club,no,no,,,0.5,3.24,0.3611,,,2022-08-01,
Slave Of Lust,no,no,,,0.5,6.19,0.3611,,,2022-10-01,
Abandoned Void,no,no,Week Long Deal,not the lowest price,0.4,8.27,0.3611,,,2023-05-01,4.82
Moka Future,no,no,Introductory Offer,new historical low,0.1,12.41,0.3611,,,2023-07-01,12.41
NERF Legends,no,no,,,0.8,18.79,0.36090000000000005,,,2021-11-01,
Immortal Heroes,no,no,Week Long Deal,not the lowest price,0.5,1.14,0.3599,,,2017-11-01,0.77
Nazi Elimination,no,no,,not the lowest price,0.77,5.63,0.3593,,,2018-01-01,1.23
Solitaire Jack Frost Winter Adventures 3,no,no,Week Long Deal,,0.9,1.08,0.3592,,,2022-04-01,
Hippy Girls,no,no,,,0.81,1.32,0.3592,,,2023-05-01,
QUIZ PRO! - General Knowledge,no,no,Week Long Deal,not the lowest price,0.8,2.09,0.3592,,,2020-03-01,1.1
Deep Enigma,no,no,,new historical low,0.8,2.17,0.3592,,,2021-01-01,2.17
Galactic Dreams,no,no,,not the lowest price,0.8,2.17,0.3592,,,2022-01-01,1.08
Roman Empire vs. Barbarians,no,no,Week Long Deal,,0.8,3.39,0.3592,,,2023-02-01,
Loot Box Waifus,no,no,,,0.66,1.18,0.3592,,,2022-12-01,
The Wild: Survival Game,no,no,,,0.5,4.34,0.3592,,,2022-09-01,
Bad Santa,no,no,,,0.5,10.24,0.3592,,,2022-12-01,
Voice from Beyond,no,no,Week Long Deal,,0.35,6.81,0.3592,,,2022-05-01,
AnyTime Organizer Deluxe 16,no,no,Week Long Deal,not the lowest price,0.3,52.84,0.3592,,,2018-11-01,45.29
Tickling Girls,no,no,Week Long Deal,new historical low,0.3,11.89,0.3592,,,2023-03-01,11.89
Miko Melee,no,no,Introductory Offer,new historical low,0.1,18.44,0.3592,,,2023-07-01,18.44
Fill Up!,no,no,,,0.8,1.25,0.3576,,,2016-02-01,
Balloon Saga,no,no,,not the lowest price,0.97,35.1,0.3565,,,2020-09-01,2.06
Lustful Professor,no,no,,,0.5,3.24,0.3565,,,2022-07-01,
Drill Arena,no,no,Week Long Deal,,0.72,0.97,0.35479999999999995,,,2018-02-01,
Witch The Bloodlines,no,no,,not the lowest price,0.7,8.69,0.35369999999999996,,,2018-09-01,7.24
Kingdom of Wreck Business,no,no,Week Long Deal,new historical low,0.25,24.74,0.35359999999999997,,,2023-06-01,24.74
Hidden Western,no,no,,not the lowest price,0.9,26.99,0.3527,,,2022-02-01,2.06
♞ The Tactics of War ♞,no,no,,not the lowest price,0.91,139.97,0.35240000000000005,,,2018-09-01,2.06
Chico's Family-Friendly Circus,no,no,,not the lowest price,0.72,0.97,0.35240000000000005,,,2022-03-01,0.85
Traffic Command: Reborn,no,no,Week Long Deal,,0.75,4.14,0.3522,,,2021-09-01,
BrickOut,no,no,Week Long Deal,,0.75,4.14,0.3522,,,2021-10-01,
Snow Apocalypse,no,no,Week Long Deal,not the lowest price,0.7,3.71,0.3522,,,2020-08-01,1.23
Beat the Nightmare – Evil Dreams Simulator VR,no,no,Week Long Deal,,0.7,0.68,0.3522,,,2020-11-01,
Furry Tale,no,no,,,0.7,2.09,0.3522,,,2022-12-01,
Sex Teacher,no,no,,,0.5,10.24,0.3522,,,2022-11-01,
Brain Hole Girls,no,no,Week Long Deal,,0.5,2.09,0.3522,,,2023-03-01,
THE TRADER -Goods Dealer Simulator-,no,no,,not the lowest price,0.4,15.89,0.3522,,,2022-10-01,6.62
Police Enforcement VR : 1-King-27,no,no,Week Long Deal,not the lowest price,0.4,9.95,0.3504,,,2018-06-01,8.29
"Vogue, The Explorer",no,no,,,0.85,0.97,0.3475,,,2018-07-01,
Phobia,no,no,Week Long Deal,,0.9,1.19,0.34619999999999995,,,2017-06-01,
Lucky Tlhalerwa - IMS Death Squad,no,no,,not the lowest price,0.69,3.27,0.34619999999999995,,,2022-09-01,2.02
Box Nation [] Lets Go Build and Fight,no,no,,not the lowest price,0.91,139.97,0.3458,,,2020-04-01,2.06
Space puzzle,no,no,,,0.89,2.27,0.3458,,,2021-06-01,
Obscurity,no,no,,,0.71,0.66,0.3458,,,2018-05-01,
Final Boss,no,no,,,0.5,3.24,0.3458,,,2022-10-01,
Pixel Slayer,no,no,Week Long Deal,not the lowest price,0.5,8.49,0.3458,,,2023-01-01,5.09
Truck Simulator in City,no,no,Week Long Deal,not the lowest price,0.45,7.58,0.3458,,,2022-07-01,3.31
Berries Challenge,no,no,,not the lowest price,0.98,102.74,0.34490000000000004,,,2020-09-01,2.06
